ID,projects,UTC of create,UTC of last modify,UTC of buggy commit,UTC of fix commit,defect file hash,fix file hash
324,dbeaver/dbeaver,2015-10-21T08:26:28Z,2023-06-21T09:24:23Z,2015-10-02T22:58:22Z,2015-10-02T23:06:59Z,5e5cadc3fb789b445ee3b14b6e5ef20c44c9d63cccdefae9fb8afd35a09eaa01,fdf84157938ee338794d86cb5c1027389168e2efc4982e6225c2db22ac0107f3
325,dbeaver/dbeaver,2015-10-21T08:26:28Z,2023-06-21T09:24:23Z,2015-10-02T22:14:38Z,2015-10-02T22:58:22Z,a3ecf9fed664e7dad6fb243bfa74527dd73bd94b57bdb8981b9c17404b76b9cc,264ef499267277b438d6e196d25587c362550e560e4cb2e7ed67b8bc8d76bc7a
326,dcm4che/dcm4che,2010-09-15T11:13:55Z,2023-06-21T08:07:20Z,2011-05-20T09:33:00Z,2011-06-15T10:39:57Z,be3a312711e6e8f61bac95607e53fbcec93b040b2ab1b0623709e1284d7b4676,418414e0e50e75d58c4e60ed2071bf101447d80d0c11200a3713a12469fcefb3
327,deepjavalibrary/djl,2019-10-29T22:38:54Z,2023-06-21T23:46:36Z,2021-03-17T20:22:56Z,2021-04-09T08:07:59Z,50c91a4bb57997437c3a6ead773bf1d7bd921a1e796a8d5122496d0d5a99f31b,475e0250162447a79a34cbe4bcec1756787e69ee5fe051761e1cd5a47f0d0469
328,DependencyTrack/dependency-track,2013-07-16T19:16:43Z,2023-06-20T09:49:08Z,2016-12-11T01:59:36Z,2017-01-27T03:21:59Z,f3cb4884b883568d5d841a3b8d6cc840ce16fa81e452d004763334ebffb7d58d,fa6c7fd2bf25854a6b3260b28b0348b3eff2107473ae6c7525db69e7ca6f0cbf
329,developersu/ns-usbloader,2019-02-10T01:57:09Z,2023-06-02T12:54:55Z,2020-07-16T20:20:11Z,2020-08-14T15:33:23Z,9e1acdc27a2de299b2b3132e33cd5e3dab5ca8dd5d26baeba98650d42cafd065,0c37e014e3285154951654c8001e6879301955f6f4145674bbff3cc7435cd7ba
330,DiscordSRV/DiscordSRV,2016-01-10T03:38:10Z,2023-06-22T00:11:35Z,2022-07-09T12:37:29Z,2022-07-09T12:40:19Z,d8f18a4f33c0f357fe03625587a286dbd1962ad1504309e20337e137f74cae3a,dd7dd99d65d719336592cee409a8ff0c9f1a6094b0b1648c1c7bb3d85dd38a5c
331,DiscordSRV/DiscordSRV,2016-01-10T03:38:10Z,2023-06-22T00:11:35Z,2022-07-09T10:59:55Z,2022-07-09T12:37:29Z,83503f1e1ab1dcbc5c31ce74afd514b5e7f4b0f7f6f797fa0b2dcfcc776b688e,d8f18a4f33c0f357fe03625587a286dbd1962ad1504309e20337e137f74cae3a
332,dnsjava/dnsjava,2014-02-22T12:43:49Z,2023-04-06T19:49:25Z,2020-05-27T20:03:19Z,2021-03-12T18:05:43Z,da9097d01afc1dcd3cfe08e58295dc9b02242b5923ab126ccf167a0a98a27c21,392e9415be98ae736e1110e724e2f5b0c80ed960a09c06baf629f7ce39dddadc
333,dnsjava/dnsjava,2014-02-22T12:43:49Z,2023-04-06T19:49:25Z,2019-05-28T21:33:26Z,2019-06-04T06:29:12Z,b69465908096a45ef619aa9401a53b3d9580d24387ab2b19c97b42e39b5dbe10,3a235ae93ddccd3ec4c1f3a5d08ee195cf2a652b862437878640a4286b40e404
334,docker-java/docker-java,2014-06-02T18:47:31Z,2023-06-19T15:18:08Z,2016-02-06T17:30:53Z,2018-01-15T19:53:55Z,6ea2a6c3c0e623601fa67f0452275d08689f5e46c315f0c7edf6d9aab6b834ab,cca10a7382eb3decd0a0f080bf34bc676aa592669eb07a6425fd15f3b0e6ded7
335,docker-java/docker-java,2014-06-02T18:47:31Z,2023-06-19T15:18:08Z,2015-02-23T20:31:39Z,2015-03-06T14:58:49Z,c7dbd51a40e739531adfc98f47e4ba605ddb28f6a30700afbc3691e4c271a3f0,6d12410045f7831e72e5b3a695d154a3408f5e27ccd7db67870b6552ce8bd5cc
336,docker-java/docker-java,2014-06-02T18:47:31Z,2023-06-19T15:18:08Z,2015-02-16T23:05:21Z,2015-03-06T14:58:49Z,c566084e810dfaa13404ea3fd179c661a10aa645ef7acefd39e4612e1b7fb2df,037928dc3fd7809264de2d8b5fdb8246663420aece01463cb810c17ab4d551fc
337,dotCMS/core,2012-03-15T15:24:14Z,2023-06-23T15:20:58Z,2022-12-05T20:08:02Z,2022-12-09T19:13:12Z,3e233370bb0049cd66a67659795e1fb326a9abdda96b086890321acf4a8ecf03,40a51345ac2f69f29a2d5d999be8f0eed911f972f1254ff51e238db7eecd7a3f
338,dotCMS/core,2012-03-15T15:24:14Z,2023-06-23T15:20:58Z,2017-08-08T16:17:02Z,2017-08-09T18:33:37Z,ab91361d996b260f99dbc7020188c9df09be49b9e7506962d85840d4e3e6a8db,7ef4552dc803fdc318c9e1538082e2b6444dfebbd49c7b3d85d0f8caa23248df
339,dotCMS/core,2012-03-15T15:24:14Z,2023-06-23T15:20:58Z,2016-09-26T14:24:15Z,2017-08-08T16:17:02Z,25822a8465328432959179cfdcee9e83640b942399fb5ca12acd32cab4503217,ab91361d996b260f99dbc7020188c9df09be49b9e7506962d85840d4e3e6a8db
340,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2013-11-18T15:22:29Z,a186278f93de29b8e704e86eb61a75913c02b4b5ee2ae45f98335cf7f0d87640,a86163191006979e423325ba52ec5336ddb3845ce82522188f8ea5c6c6f169ec
341,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2013-11-18T15:22:29Z,a186278f93de29b8e704e86eb61a75913c02b4b5ee2ae45f98335cf7f0d87640,a86163191006979e423325ba52ec5336ddb3845ce82522188f8ea5c6c6f169ec
342,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-05-07T02:21:04Z,2022-11-25T16:34:21Z,b8ffbe88ebc18c2c19f4669bd313457054bcfdb7dbc26b3f672022c7d102aa1a,41d64c6615316c909ec1c5cbf3754b46116aebdcc472e10365518693b63452a4
343,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2017-04-17T23:24:10Z,2022-03-22T19:40:21Z,a6fe44cc09e8119416cfaa08aeb0d20e97e2eae7211d01c8a592dfe3053ebf64,1a9f22897a94fcfe803c26c87ed80e989f5d3d23866dcc4d363eda5f6d1eb2b6
344,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2016-07-11T19:31:43Z,032239ece4cfbff8472b747b64519359122cd9a098e01515bb3ad3c1f52a9ec1,c895711708fa0aefc5ccb369b5a3bafd298c0651e091cf7cf459761df2b57931
345,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2016-04-05T16:07:56Z,d83653903628d8a719ad5c20e32c01d5e0cef1353044800112b761336b9b1be5,df040855909440f0b4737409573fcf6f3472ee976884dfaad0f21345275b053b
346,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2013-01-08T08:59:28Z,85311ad2bfbd944b69f0071c8f98187f16cca3e832a628251e1a475b98f3ea14,f07917aed79b5c8eafd980435300cf34a1aee5e3f762855a2b2da8dcf395ff3d
347,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2013-01-08T08:59:28Z,85311ad2bfbd944b69f0071c8f98187f16cca3e832a628251e1a475b98f3ea14,f07917aed79b5c8eafd980435300cf34a1aee5e3f762855a2b2da8dcf395ff3d
348,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2011-04-08T09:00:09Z,2011-07-19T15:21:05Z,d76b97c5905e3c63d3c94aeef159db01dffc027d3fb2c7d015f61c43182f58a9,61e77ebf3d6dd1105cf6bd62dbe59fd967fe904b43dacab1840b700a7c64da5b
349,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2011-07-19T15:21:05Z,16a2e24cea079c1ce0d01c4bc916f2a8d9efabfa08034586669bf298f47133de,5e928badff3335713d9a3e8318a2256870009d806c39dd45b2a170e21f2bbde3
350,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2011-03-18T01:50:06Z,02d814ac7eba69202bfa0335bdeeee7b5efaef7caae3592402836eb0e2ce96f9,ee7fffb156c308b3d191b3c784cd3913de3a0e12b3b813f3a506caadf4af0945
351,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2011-03-18T01:50:06Z,02d814ac7eba69202bfa0335bdeeee7b5efaef7caae3592402836eb0e2ce96f9,ee7fffb156c308b3d191b3c784cd3913de3a0e12b3b813f3a506caadf4af0945
352,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2011-03-18T01:50:06Z,270a2fc4ff4ee2a75e90aae84271616751f75fc12c31ed1724c8e5e12573f370,528aebb81b646fdb2c6dac31a5d101cb72d101a6b3afc104a07937aa454d455d
353,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2011-03-18T01:50:06Z,fac8a820a387c86e02264dbae16f97164c895b3c2cb2e2242350816c4713c043,fac8a820a387c86e02264dbae16f97164c895b3c2cb2e2242350816c4713c043
354,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2011-03-18T01:50:06Z,f1ebed4b8d92088d8ec5218ebda4d12dc4d7f0db22fd40878658a6c131f7c19c,f1ebed4b8d92088d8ec5218ebda4d12dc4d7f0db22fd40878658a6c131f7c19c
355,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2011-03-18T01:50:06Z,f1ebed4b8d92088d8ec5218ebda4d12dc4d7f0db22fd40878658a6c131f7c19c,f1ebed4b8d92088d8ec5218ebda4d12dc4d7f0db22fd40878658a6c131f7c19c
356,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2011-03-18T01:50:06Z,cf5fc1991c7b4d15de44fb7ef4b1effc68ead13d38ac088423040bc3ca619bae,cf5fc1991c7b4d15de44fb7ef4b1effc68ead13d38ac088423040bc3ca619bae
357,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2011-02-11T21:09:36Z,2011-02-25T10:06:10Z,45580ddec29af08a60d1b65e998ad92c0365484303bd532b0fce08a37e3f2789,a5562148a9e38e7f0681235f393f1735940b803e1dfafb37af65d37a396c6dd0
358,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2011-02-22T23:34:17Z,148ffa8ff95a73691352801ba0ad17e3f0d9319eb80b47feaa537ed48fcdced8,ae0a4328769a0625ac7ce7cd40a7ca7b0ed41fddd2eb801f8fd10aeb94d9b9c8
359,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2011-02-22T23:34:17Z,5bfd759002e9b171218f0986ffe604d823d18938cfec5c0124a6b4fbf98fd073,6890723bdf6bd2224fc8c8bc1e886a8d29b88533a51317493c50e65083e06b86
360,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2009-01-05T19:28:43Z,cd7e33ba6222cc26cff4b25ce3dd78d0cb0087a37ca6081e81f31302d7c75a9e,d4330e62bef4fb39c6028b12fc0ec2a0582913577a13a6c79dc20c03f78c1071
361,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2008-12-05T18:28:15Z,57e5078392b62b1347b74ccd4deff0d4f36b1abe8b826d53fb2b4fc22258989b,a21352cc0586a2780b18f5d1e8817641a03b2c97da2b1108c7dd75ac3e2671e5
362,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2008-12-05T18:28:15Z,318087515b2e13c18d3d459baa2381dfc2c7d9db908ca0ae3bd871e6a46d7c72,3e144fdff16ef1dc0d3ed6c3af23ed67c310dbc7ee951525d52c0efcd23b82c1
363,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2008-10-01T02:01:45Z,83adeb3f8c41b4414192770fc088f0d5c474f616dfffdac5d8c736ff5e5056e4,7984ae06d169e95c1bc486d861deeb3ea2c58dd30b63f5f1daeb96d0118d9a34
364,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2011-03-18T01:50:06Z,825eec7f6b89c5ed4649bda4cbf9c2097a8420c36b37e0d2cafadc0946694a30,cf5fc1991c7b4d15de44fb7ef4b1effc68ead13d38ac088423040bc3ca619bae
365,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2009-03-04T00:10:37Z,6b0098d7758dc9ca352c7f4b24b75df774d73a9e0be5fb0532d3492f11629387,12d8303b5300d6ffd174fc1dd2ecc930cec2f48ba664d4f4d923fbbda2138362
366,dragonwell-project/dragonwell8,2019-03-07T02:57:45Z,2023-06-21T08:32:57Z,2019-03-07T02:57:45Z,2008-12-30T02:42:45Z,d03208350f3b9bb2d1a18b5d5718092d982fe92b1bbd0056fe1cf9f2b64da697,efe61c7da6190de328a2d21f02a2c2ca0fb163cbca109127f9d34858ec0746a8
367,DSpace/DSpace,2012-03-16T21:44:52Z,2023-06-23T09:48:59Z,2015-09-24T13:50:33Z,2015-09-28T15:55:29Z,b4c09405449a74ad1e7e8488b94119ee50ffd95dd3021f23bad3c22de8bc04f2,bad68710cc081f0addc5a2860101501bd1b8d36866410408c8fe98539888994d
368,DSpace/DSpace,2012-03-16T21:44:52Z,2023-06-23T09:48:59Z,2012-03-16T21:44:52Z,2008-09-11T15:06:38Z,ea56ae507b2d61094776edae76e19f15cd4f87906cd2415aa230a2527e381a73,2ead61fe558d794e52087fb4c5f179a3ed32a82099bf753449d508637c105341
369,DSpace/DSpace,2012-03-16T21:44:52Z,2023-06-23T09:48:59Z,2008-01-27T02:52:17Z,2008-09-11T15:06:38Z,eefa2d00c29aec14df6796191a5b16e7059303eee4414c45b4c4e223faf0a8cf,c55eaa1671f9be9cf4785674f04762394c399a70fac487ff710acf953e7df43e
370,DSpace/DSpace,2012-03-16T21:44:52Z,2023-06-23T09:48:59Z,2012-03-16T21:44:52Z,2008-09-11T15:06:38Z,9555afef3d114a7c6e8a7c68f712198730c443bf7f86abe4e17a819a66f4cc3d,156b2f6f8d866487a4f679a885e9f44eba7a22f46fe5acd77d3fc6ed5c05c603
371,DTStack/chunjun,2018-04-03T12:44:58Z,2023-06-19T01:49:15Z,2022-05-19T09:27:07Z,2022-11-04T06:12:45Z,21e2a8981ebeaec2d3690573a9e37551ac5588898d9c020948bbb80227b9a106,7294d053d02fbfbbb7a5078d1067e17ca96c762dbcfa422d1212b9334dee2db4
372,DTStack/chunjun,2018-04-03T12:44:58Z,2023-06-19T01:49:15Z,2018-06-12T11:23:44Z,2018-06-12T11:47:01Z,cedbb42db7cd6195ea4a3d6e079d5fe0b01cac6a4d095b897de0442587144f87,8ac421535f5bcaa1d1598c09f916a5b085ea783c21771ffac0485360593864be
373,ebean-orm/ebean,2012-09-13T11:49:56Z,2023-06-20T19:08:20Z,2016-12-11T10:23:22Z,2017-02-23T23:52:22Z,36756f6cf1ca0d5cf4bdc5a1567805da77e042ea040ce9bad92d2c1e78a3e394,e0a4aa4254c7a3ae437a891d7af57949dda0f2fb92370b497b77f412407d2285
374,ebean-orm/ebean,2012-09-13T11:49:56Z,2023-06-20T19:08:20Z,2017-01-04T20:16:39Z,2017-02-23T23:52:22Z,241a3ef3cb4a176043364a28cf4865960892dbde72aa2595e356d5178241fc9b,5f4d1b2cd3fb10028f398fdcb146b422fb0588d45a59885fd1d24869a8b7e7e8
375,ebean-orm/ebean,2012-09-13T11:49:56Z,2023-06-20T19:08:20Z,2016-12-11T10:23:22Z,2017-02-23T23:52:22Z,94aa8da26ea9b564bb86b1f4d052a809fe2dcbfac79529b0030d2ce0cd60654b,6bdc687ed10beae12b50b5f777617c74c49b31b0d47f7d93080fe142511ecc5f
376,ebean-orm/ebean,2012-09-13T11:49:56Z,2023-06-20T19:08:20Z,2017-02-23T11:06:13Z,2017-02-23T23:52:22Z,ad088ee7dec91c45040a16a11ac9b1d6029bc2ae97ab64f9e615e64d7ac2501b,00db340dd0be058b6868420407bf4ffeace81e1cc8cf184c075dabc9d8f49603
377,ebean-orm/ebean,2012-09-13T11:49:56Z,2023-06-20T19:08:20Z,2017-10-03T02:04:30Z,2020-06-17T05:10:16Z,49cf9c1ce3bc49370b484379b2de2e4afeb7f7eb4ec0c1611b10038a26dfe3f0,01a937806cc58b8d603c47784e7b3b173b4e42ba35085a742a120b6c121a3681
378,eclipse/eclipse-collections,2015-11-24T16:22:48Z,2023-06-20T00:34:56Z,2021-03-17T22:03:36Z,2022-01-31T03:14:19Z,7c6029c4816d8910d459dcc8b8056238639f7d305b88583e0955783478c7b6b4,fb31a386ac588570a17c3bc3750236057c4262d346413548f48da09c2833de13
379,eclipse/jetty.project,2011-07-14T01:11:57Z,2023-06-21T23:08:43Z,2013-01-11T23:04:53Z,2013-09-09T04:24:31Z,5237afe0e49bf1adf46ab39c8ce26e5148bd7881a907d4e8afb59d49e60112d0,06451152273fb3fde379cbd965252a06a9783adb10ca2afdbaafcf467f68c8fd
380,eclipse/jetty.project,2011-07-14T01:11:57Z,2023-06-21T23:08:43Z,2013-03-04T21:09:08Z,2013-09-09T04:24:31Z,31c74f170ae4bbe90a8581209993e6832b37c9c5930d6c9923a2bde46d8eac83,f5ee7f813db3621d62e91fe8dd1774431351fbf8ce84b2bad2bab80bef92dc19
381,eclipse/jetty.project,2011-07-14T01:11:57Z,2023-06-21T23:08:43Z,2013-08-22T10:03:46Z,2013-09-09T04:24:31Z,f26142e785fd3c4e52cde5b115b04f6d8c634634f947b4f62270539304d71662,b082f249f798700dfff589e60408c1e292bb1a4785160a454b5f9946f2f67cf3
382,eclipse/jkube,2019-10-22T13:04:50Z,2023-06-22T23:56:59Z,2019-11-29T09:14:01Z,2020-01-20T09:33:55Z,9b3b8b5588107879cc3a670e1345eda9c45e83b065f1b9ded259f1eae6223b2b,33214a6ca0dc30d68084804b2068bebc90c93e76eec11e23f55b44baac9fca4f
383,eclipse/jkube,2019-10-22T13:04:50Z,2023-06-22T23:56:59Z,2020-01-08T10:53:51Z,2020-01-20T09:33:55Z,b8c9841d968295ed3c8def549b64346a41f81216c4db5eec621d6372a7060842,e52c91935a17eb2a69af9724e7b16b3a53cf400a38118232c8870bb233b3c14e
384,eclipse-californium/californium,2015-09-24T15:27:15Z,2023-06-21T10:17:20Z,2016-10-19T11:42:39Z,2016-11-04T10:09:46Z,46dc05d447480d4468e5edde4312cbfe96736464e4a7582fa56591db055c26e3,06b8189d64b465607acb76dffe6e9f80edb0bed97f37701570ebe76d8e81c6a9
385,eclipse-openj9/openj9,2017-08-25T13:46:07Z,2023-06-22T01:39:25Z,2020-11-18T19:30:37Z,2021-03-01T19:37:53Z,f52bbfd5a051e6eff32185c08384eb89e92508337009ad308776a82f06d67519,099a8d0b0e168572e8287e4822afce57adbe833dc50fc6be502ab92a0e31c363
386,ehcache/ehcache3,2014-02-26T20:39:16Z,2023-06-16T06:52:35Z,2016-06-16T19:10:55Z,2016-09-06T18:21:56Z,e3d727cc914911673764c38baa6e557cf0738b333a8806ceff31e589c4f0c439,8c6461ff533370c68ebcca9636d22c559258f691c5b9231afbebd1e45b22355e
387,ehcache/ehcache3,2014-02-26T20:39:16Z,2023-06-16T06:52:35Z,2015-11-05T18:02:49Z,2015-11-05T18:02:49Z,1d8f653e9d5515c462474edaef423a3763a96cc86fb5137f2fdee642f4865d0e,34fef2f10d3362e6c3c25905d90dfe32a3da3002e0958a4a97d80aca37c8d846
388,ehcache/ehcache3,2014-02-26T20:39:16Z,2023-06-16T06:52:35Z,2016-05-30T11:52:11Z,2016-05-31T13:18:57Z,c1f49cbbe2f4f0a2b1787200aa43557d2d93506e9d64eab6b96220c0a5ecd9e4,c16c73c0b529dc3ddbc565ca033d6324ff6f1890a2df0a0729a442bf6e331c5a
389,ehcache/ehcache3,2014-02-26T20:39:16Z,2023-06-16T06:52:35Z,2015-11-05T18:02:49Z,2015-11-05T18:02:49Z,0bb82bb856fc5b155f9c028a8564aac14e87e1f4a6b8d4e10e08509bc40ad226,841b12e203ad4b77e437cf679a61f81c1c692d60dc2edeaf9528dd7390a214d8
390,ehcache/ehcache3,2014-02-26T20:39:16Z,2023-06-16T06:52:35Z,2015-08-27T18:08:18Z,2015-08-27T18:08:18Z,23ab0c92cd9b419658eded073e69c94bbf99c93b16161cc02f977e1f4003f68f,eb34cf4ab1524bb07727973e5ef9740521f30015a7aa51325325aaca7136997a
391,elastic/apm-agent-java,2018-02-12T11:05:32Z,2023-06-23T14:30:01Z,2018-07-01T10:18:23Z,2018-07-06T09:06:04Z,6255b6fc5081e140c6a9f94577b2b980cc1be2096219651cb4bbc4be99504899,c188df2a1d9aa1691f87fed64b8dcafb6f39bfb68f58663b98dd8b173db0e604
392,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2022-08-17T14:18:36Z,2022-08-24T15:14:04Z,12e7a9fc48feb32fa6995d524e9f3d6964f206721fce5e58b30c2d869ba2535e,37b599393fcff0f604456e73fd0a403fc52efaafa7a6caf9e5298b24a135ff9a
393,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2015-09-30T15:37:26Z,4cb61f80ac1d6cab1f7c51f90c8c9db3d9b03b3d4543252b0e8b18000440e024,1349a6b503f3f2349e806e0b8d9460c4567f19cc2d74b6ea03be9f860ffe3f4d
394,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2014-04-04T18:44:12Z,a5c238de04582c87c16f77176a468df73b952b353f116de6a663c822f16fda0c,e26258d77cf4794d44edc87ce279d02b830b77d5ffd75d53c785fb80352c6d1e
395,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2020-10-17T09:28:25Z,2021-01-23T13:20:44Z,c3b3762cd5bed660af06f0436baff6ac81a9d9816214dd91ec8ffe80ad98b667,b8bd09a236999196ed1cfa6a6cbd15d9b5d2c48db32031232153136340a71d7d
396,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2018-10-26T14:34:48Z,2019-07-29T09:44:44Z,30379b816ae73c0d8ad2affc0a6523aa1c245e2c35b6d7bc4015fb54993372ea,cbda10da4297b6f3f26790fd9fe28a1629ffb4739fae7dc6f0a33eb7387a7470
397,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2018-01-11T18:30:43Z,2018-03-04T23:48:03Z,542bdda433118c1bc34fbac495cb11e3056fa31741027d1633b51a9cb60bbc51,4ed2e4071acb6e8d3297b4332a16f8918f4548e1d4da0b2a63ad65159303ef91
398,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2016-11-22T11:20:34Z,4400de36d525b9ffd59b46b85e4d0add8d24cf803ec05669a35c2163b54dc9f8,70bf3d16eba05b3301b983e44d2cc25362acf3668f794de1c232ac76f1e2beb4
399,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2016-06-16T18:34:04Z,114fa54b0bf1526ff565f6934f86850fec7db99d1bb504950d9bd86c4fd53d20,5386b9bab359f2a6ff889079f8befb2bb3e0ae01699bbb9582b2ff9e174888d3
400,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2016-04-18T13:24:08Z,f545a1305165c25c445d67fb54c44ff893ad0c8cebb695900036a515e1b1a445,5dc3f598861233ac23446b96565679c9fef45c783e9736a26ee626282349193d
401,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2016-04-18T13:24:08Z,144ed7b07c724dec55303b5b5fbf30402286b9f9c5702be1f13fdfaeccdc8ade,60b388563db00fe796149b908dfe612767d3019b27e0bc494a0ec6ac45d03ce0
402,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2015-12-14T14:01:55Z,1a24653e9ab32b619e4b62581692870d129408abb2bb1bdab55e51cd7f03b1a5,d91b1407322d1b9ec84f05cebbf283173a6fff79db19f73bf15430cd10f20d0b
403,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2015-09-30T10:59:00Z,8dbe924a3a57900f039f58ec9c223c95957ee6162e5ffd617077ede09b6fa76e,c7ec4aab24c107bc518167990f7f5d0067c99b5d55aa23ab104b97e0c0b1200e
404,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2014-11-11T11:00:27Z,4800287e0461045ad9fbd4619d1ae31fa77e066c3050a26f75e63b41246310a0,28a68482340ecdc474f2f96d0d84b4dd1a748aeca91cd9348b04b7dbcc04407a
405,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2014-11-03T11:36:13Z,49a407be4902a08f647c8172a10c62ea655521ae0bff6230a05257a6194688ac,f557cc662cfbee18e08d730b630128f57e8a7caff49a22085788679340f83059
406,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2014-09-08T13:59:55Z,66c6c871aa9768ad6bed7146adb2d17d3dc1cddd77e9742333d9c2791d83272a,3a3463ce89d38a736dd4ba1c08bd26bf17904376118c68097ce635aeb4565523
407,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2013-09-12T21:24:27Z,acfac0a1dd9623c30417034930df1569b4478d5bee97625ddafca1d7b6b2c5bd,0c46e5ec8c68c054448621766322bbe6f81a5ea0df83a386275fbbce2dd507ce
408,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2013-03-13T19:18:14Z,ab1e3cd5c2c41ee1bdc27a48b9788b4021210bc8748a30aa626bf7640e13787e,292a19dcd973daf623ef2f29d1e09a949cb12453dc08907df74090826e8cce6f
409,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2016-04-18T13:24:08Z,809720b1e71fae8d349f873ad40f9ba1932e8bd279b753fdab1f3bf6645dd7e5,21aa0452021444c6ed828f65a05fd9e054e3091d7e482cef8dcc2924fd7f4c7b
410,elastic/elasticsearch,2010-02-08T13:20:56Z,2023-06-21T09:43:33Z,2010-02-08T13:20:56Z,2015-02-21T13:22:53Z,654941d909197f1db4ca921438aa0498cbc88d1223a84679e4a49b7ebf1ff2ff,8a3bd5ecd06282a67e6be975794df658b6dbabf1a5508b3df8cc824c054062dd
